TID GID GT TTy ReqT TAr TT Res
1	 0	 4	 Q	 0	 0	 1	 S	
1678	 632	 2	 P	 632	 632	 86	 A	 
1679	 713	 1	 D	 713	 715	 3	 S	 
1680	 622	 5	 A	 622	 622	 96	 B	
1681	 632	 2	 C	 632	 718	 1	 A	
1682	 714	 1	 D	 714	 715	 4	 S	 
1683	 715	 1	 D	 715	 716	 4	 S	 
1684	 641	 3	 A	 641	 641	 79	 B	
1685	 632	 2	 D	 632	 719	 2	 S	 
1686	 719	 1	 C	 719	 719	 2	 B	
1687	 637	 2	 P	 637	 637	 85	 A	 
1688	 720	 1	 C	 720	 720	 2	 B	
1689	 483	 5	 Q	 483	 483	 239	 S	
1690	 641	 3	 C	 641	 720	 3	 A	
1691	 637	 2	 C	 637	 722	 1	 B	
1692	 719	 1	 D	 719	 721	 2	 S	 
1693	 483	 5	 C	 483	 722	 2	 A	
1694	 720	 1	 D	 720	 722	 2	 S	 
1695	 641	 3	 D	 641	 723	 2	 S	 
1696	 642	 3	 A	 642	 642	 83	 B	
1697	 637	 2	 D	 637	 723	 3	 S	 
1698	 724	 1	 C	 724	 724	 2	 B	
1699	 648	 2	 P	 648	 648	 79	 A	 
1700	 642	 3	 C	 642	 725	 2	 B	
1701	 483	 5	 D	 483	 724	 3	 S	 
1702	 725	 1	 C	 725	 725	 3	 A	
1703	 648	 2	 C	 648	 727	 1	 B	
1704	 724	 1	 D	 724	 726	 2	 S	 
1705	 642	 3	 D	 642	 727	 2	 S	 
1706	 728	 1	 C	 728	 728	 1	 B	
1707	 725	 1	 D	 725	 728	 2	 S	 
1708	 651	 2	 P	 651	 651	 80	 A	 
1709	 644	 3	 A	 644	 644	 87	 B	
1710	 648	 2	 D	 648	 728	 3	 S	 
1711	 730	 1	 C	 730	 730	 2	 A	
1712	 651	 2	 C	 651	 731	 1	 B	
1713	 728	 1	 D	 728	 729	 3	 S	 
1714	 644	 3	 C	 644	 731	 2	 A	
1715	 732	 1	 C	 732	 732	 1	 B	
1716	 730	 1	 D	 730	 732	 1	 S	 
1717	 733	 1	 C	 733	 733	 1	 B	
1718	 651	 2	 D	 651	 732	 2	 S	 
1719	 734	 1	 C	 734	 734	 1	 B	
1720	 644	 3	 D	 644	 733	 2	 S	 
1721	 657	 2	 P	 657	 657	 79	 A	 
1722	 735	 1	 C	 735	 735	 1	 B	
1723	 732	 1	 D	 732	 733	 3	 S	 
1724	 657	 2	 C	 657	 736	 1	 A	
1725	 736	 1	 C	 736	 736	 1	 B	
1726	 733	 1	 D	 733	 734	 3	 S	 
1727	 737	 1	 C	 737	 737	 1	 B	
1728	 734	 1	 D	 734	 735	 3	 S	 
1729	 738	 1	 C	 738	 738	 1	 B	
1730	 735	 1	 D	 735	 736	 3	 S	 
1731	 661	 4	 P	 661	 661	 79	 A	 
1732	 657	 2	 D	 657	 737	 3	 S	 
1733	 647	 3	 A	 647	 647	 94	 B	
1734	 736	 1	 D	 736	 737	 4	 S	 
1735	 741	 1	 C	 741	 741	 1	 B	
1736	 737	 1	 D	 737	 738	 4	 S	 
1737	 663	 2	 P	 663	 663	 80	 A	 
1738	 647	 3	 C	 647	 741	 2	 B	
1739	 738	 1	 D	 738	 739	 4	 S	 
1740	 663	 2	 C	 663	 743	 1	 A	
1741	 743	 1	 C	 743	 743	 1	 B	
1742	 741	 1	 D	 741	 742	 2	 S	 
1743	 744	 1	 C	 744	 744	 1	 B	
1744	 647	 3	 D	 647	 743	 2	 S	 
1745	 745	 1	 C	 745	 745	 1	 B	
1746	 663	 2	 D	 663	 744	 2	 S	 
1747	 667	 2	 P	 667	 667	 80	 A	 
1748	 746	 1	 C	 746	 746	 1	 B	
1749	 743	 1	 D	 743	 744	 3	 S	 
1750	 667	 2	 C	 667	 747	 1	 A	
1751	 744	 1	 D	 744	 745	 3	 S	 
1752	 745	 1	 D	 745	 746	 3	 S	 
1753	 650	 5	 A	 650	 650	 99	 B	
1754	 746	 1	 D	 746	 747	 3	 S	 
1755	 749	 1	 C	 749	 749	 1	 B	
1756	 677	 2	 P	 677	 677	 74	 A	 
1757	 667	 2	 D	 667	 748	 3	 S	 
1758	 677	 2	 C	 677	 751	 1	 A	
1759	 652	 3	 A	 652	 652	 100	 B	
1760	 749	 1	 D	 749	 750	 2	 S	 
1761	 751	 1	 C	 751	 751	 2	 A	
1762	 652	 3	 C	 652	 752	 1	 B	
1763	 677	 2	 D	 677	 752	 1	 S	 
1764	 751	 1	 D	 751	 753	 1	 S	 
1765	 652	 3	 D	 652	 753	 2	 S	 
1766	 655	 3	 A	 655	 655	 100	 B	
1767	 679	 2	 P	 679	 679	 77	 A	 
1768	 513	 4	 Q	 513	 513	 243	 S	
1769	 754	 1	 C	 754	 754	 2	 B	
1770	 655	 3	 C	 655	 755	 2	 A	
1771	 754	 1	 D	 754	 756	 1	 S	 
1772	 755	 1	 C	 755	 755	 2	 B	
1773	 679	 2	 C	 679	 756	 2	 A	
1774	 655	 3	 D	 655	 757	 1	 S	 
1775	 513	 4	 C	 513	 756	 2	 B	
1776	 755	 1	 D	 755	 757	 2	 S	 
1777	 758	 1	 C	 758	 758	 1	 B	
1778	 679	 2	 D	 679	 758	 2	 S	 
1779	 759	 1	 C	 759	 759	 1	 B	
1780	 686	 2	 P	 686	 686	 75	 A	 
1781	 513	 4	 D	 513	 758	 3	 S	 
1782	 760	 1	 C	 760	 760	 1	 B	
1783	 686	 2	 C	 686	 761	 1	 A	
1784	 758	 1	 D	 758	 759	 3	 S	 
1785	 759	 1	 D	 759	 760	 3	 S	 
1786	 668	 5	 A	 668	 668	 95	 B	
1787	 760	 1	 D	 760	 761	 3	 S	 
1788	 688	 2	 P	 688	 688	 77	 A	 
1789	 672	 5	 A	 672	 672	 93	 B	
1790	 686	 2	 D	 686	 762	 3	 S	 
1791	 688	 2	 C	 688	 765	 1	 A	
1792	 540	 5	 Q	 540	 540	 226	 S	
1793	 765	 1	 C	 765	 765	 2	 A	
1794	 680	 5	 A	 680	 680	 87	 B	
1795	 688	 2	 D	 688	 766	 1	 S	 
1796	 766	 1	 C	 766	 766	 2	 A	
1797	 540	 5	 C	 540	 766	 2	 B	
1798	 765	 1	 D	 765	 767	 1	 S	 
1799	 767	 1	 C	 767	 767	 2	 A	
1800	 766	 1	 D	 766	 768	 1	 S	 
1801	 768	 1	 C	 768	 768	 2	 A	
1802	 683	 3	 A	 683	 683	 87	 B	
1803	 540	 5	 D	 540	 768	 2	 S	 
1804	 769	 1	 C	 769	 769	 2	 A	
1805	 683	 3	 C	 683	 770	 1	 B	
1806	 767	 1	 D	 767	 769	 2	 S	 
1807	 768	 1	 D	 768	 770	 2	 S	 
1808	 684	 3	 A	 684	 684	 89	 B	
1809	 769	 1	 D	 769	 771	 2	 S	 
1810	 689	 2	 P	 689	 689	 85	 A	 
1811	 771	 1	 C	 771	 771	 3	 B	
1812	 683	 3	 D	 683	 771	 3	 S	 
1813	 772	 1	 C	 772	 772	 3	 A	
1814	 684	 3	 C	 684	 773	 2	 B	
1815	 771	 1	 D	 771	 774	 1	 S	 
1816	 689	 2	 C	 689	 774	 2	 A	
1817	 774	 1	 C	 774	 774	 2	 B	
1818	 772	 1	 D	 772	 775	 1	 S	 
1819	 684	 3	 D	 684	 775	 2	 S	 
1820	 775	 1	 C	 775	 775	 2	 A	
1821	 689	 2	 D	 689	 776	 2	 S	 
1822	 690	 3	 A	 690	 690	 88	 B	
1823	 776	 1	 C	 776	 776	 2	 A	
1824	 774	 1	 D	 774	 776	 3	 S	 
1825	 690	 3	 C	 690	 778	 1	 B	
1826	 778	 1	 C	 778	 778	 1	 A	
1827	 775	 1	 D	 775	 777	 3	 S	 
1828	 691	 3	 A	 691	 691	 90	 B	
1829	 776	 1	 D	 776	 778	 3	 S	 
1830	 691	 3	 C	 691	 781	 1	 B	
1831	 690	 3	 D	 690	 779	 3	 S	 
1832	 692	 2	 P	 692	 692	 90	 A	 
1833	 778	 1	 D	 778	 779	 4	 S	 
1834	 781	 1	 C	 781	 781	 2	 B	
1835	 782	 1	 C	 782	 782	 1	 A	
1836	 691	 3	 D	 691	 782	 2	 S	 
1837	 692	 2	 C	 692	 782	 2	 B	
1838	 783	 1	 C	 783	 783	 1	 A	
1839	 781	 1	 D	 781	 783	 2	 S	 
1840	 782	 1	 D	 782	 783	 3	 S	 
1841	 695	 3	 A	 695	 695	 91	 B	
1842	 692	 2	 D	 692	 784	 3	 S	 
1843	 785	 1	 C	 785	 785	 2	 B	
1844	 696	 2	 P	 696	 696	 91	 A	 
1845	 783	 1	 D	 783	 784	 4	 S	 
1846	 786	 1	 C	 786	 786	 2	 B	
1847	 695	 3	 C	 695	 786	 2	 A	
1848	 785	 1	 D	 785	 787	 2	 S	 
1849	 696	 2	 C	 696	 787	 2	 B	
1850	 786	 1	 D	 786	 788	 2	 S	 
1851	 695	 3	 D	 695	 788	 3	 S	 
1852	 705	 2	 P	 705	 705	 86	 A	 
1853	 701	 5	 A	 701	 701	 90	 B	
1854	 696	 2	 D	 696	 789	 3	 S	 
1855	 705	 2	 C	 705	 791	 1	 A	
1856	 541	 5	 Q	 541	 541	 252	 S	
1857	 703	 3	 A	 703	 703	 90	 B	
1858	 792	 1	 C	 792	 792	 1	 A	
1859	 705	 2	 D	 705	 792	 2	 S	 
1860	 541	 5	 C	 541	 793	 1	 B	
1861	 703	 3	 C	 703	 793	 1	 A	
1862	 792	 1	 D	 792	 793	 2	 S	 
1863	 794	 1	 C	 794	 794	 1	 B	
1864	 541	 5	 D	 541	 794	 2	 S	 
1865	 703	 3	 D	 703	 794	 3	 S	 
1866	 706	 2	 P	 706	 706	 91	 A	 
1867	 708	 5	 A	 708	 708	 89	 B	
1868	 794	 1	 D	 794	 795	 3	 S	 
1869	 796	 1	 C	 796	 796	 2	 A	
1870	 797	 1	 C	 797	 797	 1	 B	
1871	 552	 4	 Q	 552	 552	 247	 S	
1872	 706	 2	 C	 706	 797	 2	 A	
1873	 796	 1	 D	 796	 798	 2	 S	 
1874	 709	 3	 A	 709	 709	 91	 B	
1875	 552	 4	 C	 552	 799	 1	 A	
1876	 797	 1	 D	 797	 798	 3	 S	 
1877	 799	 1	 C	 799	 799	 2	 B	
1878	 800	 1	 C	 800	 800	 1	 A	
1879	 706	 2	 D	 706	 799	 3	 S	 
1880	 709	 3	 C	 709	 800	 2	 B	
1881	 552	 4	 D	 552	 800	 3	 S	 
1882	 799	 1	 D	 799	 801	 3	 S	 
1883	 710	 5	 A	 710	 710	 94	 B	
1884	 711	 4	 P	 711	 711	 93	 A	 
1885	 800	 1	 D	 800	 801	 4	 S	 
1886	 709	 3	 D	 709	 802	 4	 S	 
1887	 716	 5	 A	 716	 716	 90	 B	
1888	 553	 4	 Q	 553	 553	 254	 S	
1889	 717	 2	 P	 717	 717	 90	 A	 
1890	 805	 1	 C	 805	 805	 2	 B	
1891	 556	 4	 Q	 556	 556	 252	 S	
1892	 553	 4	 C	 553	 807	 1	 A	
1893	 807	 1	 C	 807	 807	 1	 B	
1894	 805	 1	 D	 805	 807	 2	 S	 
1895	 717	 2	 C	 717	 807	 2	 A	
1896	 556	 4	 C	 556	 808	 1	 B	
1897	 553	 4	 D	 553	 808	 2	 S	 
1898	 809	 1	 C	 809	 809	 1	 A	
1899	 727	 3	 A	 727	 727	 84	 B	
1900	 807	 1	 D	 807	 808	 3	 S	 
1901	 810	 1	 C	 810	 810	 1	 A	
1902	 717	 2	 D	 717	 809	 3	 S	 
1903	 811	 1	 C	 811	 811	 1	 A	
1904	 727	 3	 C	 727	 811	 1	 B	
1905	 556	 4	 D	 556	 809	 4	 S	 
1906	 812	 1	 C	 812	 812	 1	 A	
1907	 729	 3	 A	 729	 729	 85	 B	
1908	 809	 1	 D	 809	 810	 4	 S	 
1909	 813	 1	 C	 813	 813	 1	 A	
1910	 729	 3	 C	 729	 814	 1	 B	
1911	 810	 1	 D	 810	 811	 4	 S	 
1912	 815	 1	 C	 815	 815	 1	 B	
1913	 811	 1	 D	 811	 812	 4	 S	 
1914	 718	 2	 P	 718	 718	 99	 A	 
1915	 727	 3	 D	 727	 812	 5	 S	 
1916	 747	 5	 A	 747	 747	 71	 B	
1917	 718	 2	 C	 718	 817	 1	 A	
1918	 812	 1	 D	 812	 813	 5	 S	 
1919	 818	 1	 C	 818	 818	 1	 A	
1920	 813	 1	 D	 813	 814	 5	 S	 
1921	 753	 3	 A	 753	 753	 67	 B	
1922	 729	 3	 D	 729	 815	 5	 S	 
1923	 753	 3	 C	 753	 820	 1	 B	
1924	 815	 1	 D	 815	 816	 5	 S	 
1925	 820	 1	 C	 820	 820	 2	 B	
1926	 721	 2	 P	 721	 721	 101	 A	 
1927	 718	 2	 D	 718	 818	 4	 S	 
1928	 821	 1	 C	 821	 821	 2	 B	
1929	 822	 1	 C	 822	 822	 1	 A	
1930	 818	 1	 D	 818	 819	 4	 S	 
1931	 721	 2	 C	 721	 822	 2	 B	
1932	 823	 1	 C	 823	 823	 1	 A	
1933	 753	 3	 D	 753	 821	 3	 S	 
1934	 820	 1	 D	 820	 822	 3	 S	 
1935	 756	 3	 A	 756	 756	 70	 B	
1936	 821	 1	 D	 821	 823	 3	 S	 
1937	 825	 1	 C	 825	 825	 2	 B	
1938	 722	 4	 P	 722	 722	 105	 A	 
1939	 822	 1	 D	 822	 823	 4	 S	 
1940	 756	 3	 C	 756	 826	 2	 B	
1941	 826	 1	 C	 826	 826	 2	 A	
1942	 721	 2	 D	 721	 824	 4	 S	 
1943	 828	 1	 C	 828	 828	 1	 B	
1944	 823	 1	 D	 823	 824	 5	 S	 
1945	 829	 1	 C	 829	 829	 1	 B	
1946	 825	 1	 D	 825	 827	 3	 S	 
1947	 723	 2	 P	 723	 723	 108	 A	 
1948	 756	 3	 D	 756	 828	 3	 S	 
1949	 757	 3	 A	 757	 757	 75	 B	
1950	 831	 1	 C	 831	 831	 1	 A	
1951	 826	 1	 D	 826	 828	 4	 S	 
1952	 723	 2	 C	 723	 831	 2	 B	
1953	 757	 3	 C	 757	 832	 1	 A	
1954	 828	 1	 D	 828	 829	 4	 S	 
1955	 829	 1	 D	 829	 830	 4	 S	 
1956	 761	 5	 A	 761	 761	 74	 B	
1957	 831	 1	 D	 831	 832	 3	 S	 
1958	 834	 1	 C	 834	 834	 2	 B	
1959	 726	 2	 P	 726	 726	 110	 A	 
1960	 723	 2	 D	 723	 833	 3	 S	 
1961	 836	 1	 C	 836	 836	 1	 B	
1962	 726	 2	 C	 726	 836	 1	 A	
1963	 757	 3	 D	 757	 833	 4	 S	 
1964	 834	 1	 D	 834	 836	 2	 S	 
1965	 770	 3	 A	 770	 770	 69	 B	
1966	 836	 1	 D	 836	 837	 2	 S	 
1967	 770	 3	 C	 770	 839	 1	 B	
1968	 731	 2	 P	 731	 731	 109	 A	 
1969	 726	 2	 D	 726	 837	 3	 S	 
1970	 839	 1	 C	 839	 839	 2	 B	
1971	 840	 1	 C	 840	 840	 1	 A	
1972	 770	 3	 D	 770	 840	 1	 S	 
1973	 731	 2	 C	 731	 840	 2	 B	
1974	 839	 1	 D	 839	 841	 1	 S	 
1975	 842	 1	 C	 842	 842	 1	 B	
1976	 840	 1	 D	 840	 841	 2	 S	 
1977	 739	 4	 P	 739	 739	 105	 A	 
1978	 731	 2	 D	 731	 842	 2	 S	 
1979	 777	 3	 A	 777	 777	 68	 B	
1980	 842	 1	 D	 842	 843	 2	 S	 
1981	 844	 1	 C	 844	 844	 1	 A	
1982	 777	 3	 C	 777	 845	 1	 B	
1983	 844	 1	 D	 844	 845	 1	 S	 
1984	 777	 3	 D	 777	 846	 1	 S	 
1985	 779	 3	 A	 779	 779	 69	 B	
1986	 740	 2	 P	 740	 740	 108	 A	 
1987	 575	 5	 Q	 575	 575	 273	 S	
1988	 847	 1	 C	 847	 847	 2	 B	
1989	 779	 3	 C	 779	 848	 1	 A	
1990	 579	 4	 Q	 579	 579	 270	 S	
1991	 740	 2	 C	 740	 848	 2	 B	
1992	 575	 5	 C	 575	 848	 2	 A	
1993	 847	 1	 D	 847	 849	 1	 S	 
1994	 849	 1	 C	 849	 849	 2	 B	
1995	 779	 3	 D	 779	 849	 2	 S	 
1996	 579	 4	 C	 579	 849	 2	 A	
1997	 850	 1	 C	 850	 850	 2	 B	
1998	 740	 2	 D	 740	 850	 2	 S	 
1999	 575	 5	 D	 575	 850	 3	 S	 
2000	 784	 3	 A	 784	 784	 70	 B	
2001	 742	 2	 P	 742	 742	 112	 A	 
2002	 849	 1	 D	 849	 851	 3	 S	 
2003	 784	 3	 C	 784	 854	 1	 B	
2004	 742	 2	 C	 742	 854	 1	 A	
2005	 579	 4	 D	 579	 851	 4	 S	 
2006	 850	 1	 D	 850	 852	 4	 S	 
2007	 787	 3	 A	 787	 787	 70	 B	
2008	 784	 3	 D	 784	 855	 2	 S	 
2009	 748	 2	 P	 748	 748	 110	 A	 
2010	 856	 1	 C	 856	 856	 2	 B	
2011	 742	 2	 D	 742	 855	 3	 S	 
2012	 857	 1	 C	 857	 857	 2	 A	
2013	 787	 3	 C	 787	 857	 2	 B	
2014	 856	 1	 D	 856	 858	 1	 S	 
2015	 748	 2	 C	 748	 858	 2	 B	
2016	 858	 1	 C	 858	 858	 2	 A	
2017	 857	 1	 D	 857	 859	 1	 S	 
2018	 860	 1	 C	 860	 860	 1	 B	
2019	 787	 3	 D	 787	 859	 2	 S	 
2020	 748	 2	 D	 748	 860	 2	 S	 
2021	 788	 3	 A	 788	 788	 75	 B	
2022	 750	 2	 P	 750	 750	 113	 A	 
2023	 858	 1	 D	 858	 860	 3	 S	 
2024	 863	 1	 C	 863	 863	 1	 B	
2025	 788	 3	 C	 788	 863	 1	 A	
2026	 860	 1	 D	 860	 861	 3	 S	 
2027	 750	 2	 C	 750	 863	 2	 B	
2028	 863	 1	 D	 863	 864	 1	 S	 
2029	 788	 3	 D	 788	 864	 2	 S	 
2030	 789	 3	 A	 789	 789	 78	 B	
2031	 752	 4	 P	 752	 752	 115	 A	 
2032	 750	 2	 D	 750	 865	 2	 S	 
2033	 867	 1	 C	 867	 867	 1	 B	
2034	 789	 3	 C	 789	 867	 1	 A	
2035	 589	 4	 Q	 589	 589	 279	 S	
2036	 868	 1	 C	 868	 868	 1	 B	
2037	 867	 1	 D	 867	 868	 1	 S	 
2038	 589	 4	 C	 589	 868	 2	 B	
2039	 789	 3	 D	 789	 868	 2	 S	 
2040	 870	 1	 C	 870	 870	 1	 B	
2041	 762	 4	 P	 762	 762	 109	 A	 
2042	 868	 1	 D	 868	 869	 2	 S	 
2043	 871	 1	 C	 871	 871	 1	 B	
2044	 589	 4	 D	 589	 870	 2	 S	 
2045	 872	 1	 C	 872	 872	 1	 B	
2046	 870	 1	 D	 870	 871	 2	 S	 
2047	 763	 2	 P	 763	 763	 111	 A	 
2048	 871	 1	 D	 871	 872	 2	 S	 
2049	 790	 3	 A	 790	 790	 85	 B	
2050	 874	 1	 C	 874	 874	 1	 A	
2051	 872	 1	 D	 872	 873	 2	 S	 
2052	 763	 2	 C	 763	 874	 2	 B	
2053	 790	 3	 C	 790	 875	 1	 A	
2054	 874	 1	 D	 874	 875	 1	 S	 
2055	 876	 1	 C	 876	 876	 1	 B	
2056	 763	 2	 D	 763	 876	 1	 S	 
2057	 877	 1	 C	 877	 877	 1	 B	
2058	 790	 3	 D	 790	 876	 2	 S	 
2059	 878	 1	 C	 878	 878	 1	 B	
2060	 764	 2	 P	 764	 764	 115	 A	 
2061	 876	 1	 D	 876	 877	 2	 S	 
2062	 764	 2	 C	 764	 879	 1	 A	
2063	 877	 1	 D	 877	 878	 2	 S	 
2064	 791	 3	 A	 791	 791	 90	 B	
2065	 880	 1	 C	 880	 880	 1	 A	
2066	 878	 1	 D	 878	 879	 2	 S	 
2067	 791	 3	 C	 791	 881	 1	 B	
2068	 881	 1	 C	 881	 881	 1	 A	
2069	 764	 2	 D	 764	 880	 2	 S	 
2070	 880	 1	 D	 880	 881	 2	 S	 
2071	 795	 3	 A	 795	 795	 89	 B	
2072	 791	 3	 D	 791	 882	 2	 S	 
2073	 795	 3	 C	 795	 884	 1	 B	
2074	 773	 2	 P	 773	 773	 112	 A	 
2075	 881	 1	 D	 881	 882	 3	 S	 
2076	 884	 1	 C	 884	 884	 2	 B	
2077	 773	 2	 C	 773	 885	 1	 A	
2078	 795	 3	 D	 795	 885	 1	 S	 
2079	 884	 1	 D	 884	 886	 1	 S	 
2080	 798	 3	 A	 798	 798	 90	 B	
2081	 773	 2	 D	 773	 886	 2	 S	 
2082	 798	 3	 C	 798	 888	 1	 B	
2083	 780	 2	 P	 780	 780	 109	 A	 
2084	 593	 4	 Q	 593	 593	 296	 S	
2085	 780	 2	 C	 780	 889	 1	 A	
2086	 888	 1	 C	 888	 888	 2	 B	
2087	 798	 3	 D	 798	 889	 1	 S	 
2088	 593	 4	 C	 593	 889	 2	 B	
2089	 889	 1	 C	 889	 889	 2	 A	
2090	 780	 2	 D	 780	 890	 1	 S	 
2091	 888	 1	 D	 888	 890	 2	 S	 
2092	 801	 3	 A	 801	 801	 92	 B	
2093	 593	 4	 D	 593	 891	 2	 S	 
2094	 793	 2	 P	 793	 793	 101	 A	 
2095	 801	 3	 C	 801	 893	 1	 B	
2096	 889	 1	 D	 889	 891	 3	 S	 
2097	 893	 1	 C	 893	 893	 2	 A	
2098	 793	 2	 C	 793	 894	 1	 B	
2099	 801	 3	 D	 801	 894	 1	 S	 
2100	 894	 1	 C	 894	 894	 2	 A	
2101	 895	 1	 C	 895	 895	 1	 B	
2102	 893	 1	 D	 893	 895	 1	 S	 
2103	 896	 1	 C	 896	 896	 1	 B	
2104	 793	 2	 D	 793	 895	 2	 S	 
2105	 894	 1	 D	 894	 896	 2	 S	 
2106	 802	 2	 P	 802	 802	 97	 A	 
2107	 806	 3	 A	 806	 806	 93	 B	
2108	 895	 1	 D	 895	 896	 3	 S	 
2109	 898	 1	 C	 898	 898	 2	 A	
2110	 802	 2	 C	 802	 899	 1	 B	
2111	 896	 1	 D	 896	 897	 3	 S	 
2112	 806	 3	 C	 806	 899	 2	 A	
2113	 899	 1	 C	 899	 899	 2	 B	
2114	 898	 1	 D	 898	 900	 1	 S	 
2115	 802	 2	 D	 802	 900	 2	 S	 
2116	 808	 3	 A	 808	 808	 95	 B	
2117	 806	 3	 D	 806	 901	 2	 S	 
2118	 803	 2	 P	 803	 803	 101	 A	 
2119	 902	 1	 C	 902	 902	 2	 B	
2120	 899	 1	 D	 899	 901	 3	 S	 
2121	 808	 3	 C	 808	 903	 2	 A	
2122	 803	 2	 C	 803	 904	 1	 B	
2123	 902	 1	 D	 902	 904	 1	 S	 
2124	 904	 1	 C	 904	 904	 2	 A	
2125	 905	 1	 C	 905	 905	 1	 B	
2126	 808	 3	 D	 808	 905	 1	 S	 
2127	 803	 2	 D	 803	 905	 2	 S	 
2128	 814	 3	 A	 814	 814	 94	 B	
2129	 904	 1	 D	 904	 906	 2	 S	 
2130	 804	 2	 P	 804	 804	 105	 A	 
2131	 907	 1	 C	 907	 907	 2	 B	
2132	 905	 1	 D	 905	 906	 3	 S	 
2133	 814	 3	 C	 814	 908	 2	 A	
2134	 804	 2	 C	 804	 909	 1	 B	
2135	 907	 1	 D	 907	 909	 1	 S	 
2136	 909	 1	 C	 909	 909	 2	 A	
2137	 814	 3	 D	 814	 910	 1	 S	 
2138	 911	 1	 C	 911	 911	 1	 A	
2139	 816	 5	 A	 816	 816	 96	 B	
2140	 804	 2	 D	 804	 910	 2	 S	 
2141	 909	 1	 D	 909	 911	 2	 S	 
2142	 817	 5	 A	 817	 817	 97	 B	
2143	 911	 1	 D	 911	 912	 2	 S	 
2144	 819	 2	 P	 819	 819	 96	 A	 
2145	 596	 5	 Q	 596	 596	 319	 S	
2146	 819	 2	 C	 819	 915	 1	 A	
2147	 824	 3	 A	 824	 824	 92	 B	
2148	 622	 5	 Q	 622	 622	 294	 S	
2149	 596	 5	 C	 596	 915	 2	 A	
2150	 824	 3	 C	 824	 916	 1	 B	
2151	 819	 2	 D	 819	 916	 1	 S	 
2152	 622	 5	 C	 622	 916	 2	 A	
2153	 596	 5	 D	 596	 917	 1	 S	 
2154	 918	 1	 C	 918	 918	 1	 A	
2155	 830	 3	 A	 830	 830	 89	 B	
2156	 824	 3	 D	 824	 917	 2	 S	 
2157	 830	 3	 C	 830	 919	 1	 B	
2158	 622	 5	 D	 622	 918	 2	 S	 
2159	 918	 1	 D	 918	 919	 2	 S	 
2160	 827	 2	 P	 827	 827	 95	 A	 
2161	 837	 3	 A	 837	 837	 85	 B	
2162	 830	 3	 D	 830	 920	 2	 S	 
2163	 921	 1	 C	 921	 921	 2	 A	
2164	 827	 2	 C	 827	 922	 1	 B	
2165	 650	 5	 Q	 650	 650	 273	 S	
2166	 837	 3	 C	 837	 922	 2	 A	
2167	 923	 1	 C	 923	 923	 1	 B	
2168	 921	 1	 D	 921	 923	 1	 S	 
2169	 650	 5	 C	 650	 923	 2	 A	
2170	 924	 1	 C	 924	 924	 1	 B	
2171	 827	 2	 D	 827	 923	 2	 S	 
2172	 925	 1	 C	 925	 925	 1	 A	
2173	 837	 3	 D	 837	 924	 2	 S	 
2174	 926	 1	 C	 926	 926	 1	 A	
2175	 851	 5	 A	 851	 851	 76	 B	
2176	 923	 1	 D	 923	 924	 3	 S	 
2177	 927	 1	 C	 927	 927	 1	 A	
2178	 650	 5	 D	 650	 925	 3	 S	 
2179	 852	 3	 A	 852	 852	 77	 B	
2180	 924	 1	 D	 924	 925	 4	 S	 
2181	 852	 3	 C	 852	 929	 1	 B	
2182	 925	 1	 D	 925	 926	 4	 S	 
2183	 832	 2	 P	 832	 832	 99	 A	 
2184	 929	 1	 C	 929	 929	 2	 B	
2185	 926	 1	 D	 926	 927	 4	 S	 
2186	 930	 1	 C	 930	 930	 2	 A	
2187	 832	 2	 C	 832	 931	 1	 B	
2188	 927	 1	 D	 927	 928	 4	 S	 
2189	 932	 1	 C	 932	 932	 1	 B	
2190	 852	 3	 D	 852	 930	 3	 S	 
2191	 929	 1	 D	 929	 931	 3	 S	 
2192	 833	 2	 P	 833	 833	 102	 A	 
2193	 853	 3	 A	 853	 853	 82	 B	
2194	 930	 1	 D	 930	 932	 3	 S	 
2195	 833	 2	 C	 833	 935	 1	 A	
2196	 853	 3	 C	 853	 935	 1	 B	
2197	 832	 2	 D	 832	 932	 4	 S	 
2198	 932	 1	 D	 932	 933	 4	 S	 
2199	 855	 3	 A	 855	 855	 83	 B	
2200	 833	 2	 D	 833	 936	 2	 S	 
2201	 835	 4	 P	 835	 835	 104	 A	 
2202	 936	 1	 C	 936	 936	 3	 B	
2203	 853	 3	 D	 853	 936	 3	 S	 
2204	 855	 3	 C	 855	 938	 2	 A	
2205	 936	 1	 D	 936	 939	 1	 S	 
2206	 865	 5	 A	 865	 865	 76	 B	
2207	 855	 3	 D	 855	 940	 1	 S	 
2208	 661	 4	 Q	 661	 661	 281	 S	
2209	 838	 4	 P	 838	 838	 105	 A	 
2210	 866	 3	 A	 866	 866	 77	 B	
2211	 668	 5	 Q	 668	 668	 275	 S	
2212	 661	 4	 C	 661	 942	 2	 A	
2213	 866	 3	 C	 866	 943	 1	 B	
2214	 672	 5	 Q	 672	 672	 272	 S	
2215	 668	 5	 C	 668	 943	 2	 A	
2216	 661	 4	 D	 661	 944	 1	 S	 
2217	 875	 5	 A	 875	 875	 71	 B	
2218	 944	 1	 C	 944	 944	 2	 A	
2219	 866	 3	 D	 866	 944	 2	 S	 
2220	 672	 5	 C	 672	 944	 3	 B	
2221	 945	 1	 C	 945	 945	 2	 A	
2222	 668	 5	 D	 668	 945	 2	 S	 
2223	 947	 1	 C	 947	 947	 1	 B	
2224	 944	 1	 D	 944	 946	 2	 S	 
